code_iata;icao_code;timezone;gmt_offset;raw_offset;dst_offset;name;ordre
TRN;LIMF;Europe/Rome;1;1;2;Turin Caselle Airport;356
VCP;SBKP;America/Sao_Paulo;-3;-3;-3;Viracopos International Airport;357
PDL;LPPD;Atlantic/Azores;-1;-1;0;Ponta Delgada-João Paulo II Airport;358
HPN;KHPN;America/New_York;-5;-5;-4;Westchester County Airport;359
CCU;VECC;Asia/Kolkata;5,5;5,5;5,5;Netaji Subhas Chandra Bose International Airport;360
DLC;ZYTL;Asia/Shanghai;8;8;8;Dalian Zhoushuizi International Airport;361
ABQ;KABQ;America/Denver;-7;-7;-6;Albuquerque International Airport;362
POA;SBPA;America/Sao_Paulo;-3;-3;-3;Salgado Filho International Airport;363
OKC;KOKC;America/Chicago;-6;-6;-5;Will Rogers World Airport;364
BOO;ENBO;Europe/Oslo;1;1;2;Bodø Airport;365
NGO;RJGG;Asia/Tokyo;9;9;9;Ch?bu Centrair International Airport;366
ZTH;LGZA;Europe/Athens;2;2;3;Zakynthos International Airport;367
KHI;OPKC;Asia/Karachi;5;5;5;Karachi Airport;368
TYS;KTYS;America/New_York;-5;-5;-4;McGhee Tyson Airport;369
ZAD;LDZD;Europe/Zagreb;1;1;2;Zadar Airport;370
KZN;UWKD;Europe/Moscow;3;3;3;Kazan International Airport;371
SVG;ENZV;Europe/Oslo;1;1;2;Stavanger Airport, Sola;372
AUA;TNCA;America/Aruba;-4;-4;-4;Queen Beatrix International Airport;373
TSN;ZBTJ;Asia/Shanghai;8;8;8;Tianjin Binhai International Airport;374
ECN;LCEN;Asia/Nicosia;2;2;3;Ercan International Airport;375
BUR;KBUR;America/Los_Angeles;-8;-8;-7;Burbank Bob Hope Airport;376
SJD;MMSD;America/Mazatlan;-7;-7;-7;Los Cabos International Airport;377
EBB;HUEN;Africa/Kampala;3;3;3;Entebbe Airport;378
SYX;ZJSY;Asia/Shanghai;8;8;8;Sanya Phoenix International Airport;379
BOI;KBOI;America/Boise;-7;-7;-6;Boise Air Terminal;380
LHE;OPLA;Asia/Karachi;5;5;5;Allama Iqbal International Airport;381
KCH;WBGG;Asia/Kuching;8;8;8;Kuching International Airport;382
MRV;URMM;Europe/Moscow;3;3;3;Mineralnye Vody Airport;383
KNO;WIMM;Asia/Jakarta;7;7;7;Kualanamu International Airport;384
MBJ;MKJS;America/Jamaica;-5;-5;-5;Sangster International Airport;385
USM;VTSM;Asia/Bangkok;7;7;7;Koh Samui Airport;386
PNS;KPNS;America/Chicago;-6;-6;-5;Pensacola International Airport;387
MHD;OIMM;Asia/Tehran;3,5;3,5;3,5;Mashhad International Airport;388
BDS;LIBR;Europe/Rome;1;1;2;Brindisi – Salento Airport;389
COV;LTDB;Europe/Istanbul;3;3;3;Çukurova International Airport;390
GSP;KGSP;America/New_York;-5;-5;-4;Greenville–Spartanburg International Airport;391
BTS;LZIB;Europe/Bratislava;1;1;2;Bratislava Airport;392
PWM;KPWM;America/New_York;-5;-5;-4;Portland International Jetport;393
TSV;YBTL;Australia/Brisbane;10;10;10;Townsville Airport;394
SYR;KSYR;America/New_York;-5;-5;-4;Syracuse Hancock International Airport;395
FRU;UCFM;Asia/Bishkek;6;6;6;Manas International Airport;396
GEG;KGEG;America/Los_Angeles;-8;-8;-7;Spokane International Airport;397
HAV;MUHA;America/Havana;-5;-5;-4;José Martí International Airport;398
RNO;KRNO;America/Los_Angeles;-8;-8;-7;Reno/Tahoe International Airport;399
TOS;ENTC;Europe/Oslo;1;1;2;Tromsø Airport, Langnes;400
CLJ;LRCL;Europe/Bucharest;2;2;3;Cluj-Napoca International Airport;401
GYE;SEGU;America/Guayaquil;-5;-5;-5;José Joaquín de Olmedo International Airport;402
FOR;SBFZ;America/Fortaleza;-3;-3;-3;Pinto Martins – Fortaleza International Airport;403
DWC;OMDW;Asia/Dubai;4;4;4;Dubai World Central - Al Maktoum International Airport;404
FOC;ZSFZ;Asia/Shanghai;8;8;8;Fuzhou Changle International Airport;405
JRO;HTKJ;Africa/Dar_es_Salaam;3;3;3;Kilimanjaro International Airport;406
YTZ;CYTZ;America/Toronto;-5;-5;-4;Billy Bishop Toronto City Airport;407
SPC;GCLA;Atlantic/Canary;0;0;1;La Palma Airport;408
MBA;HKMO;Africa/Nairobi;3;3;3;Mombasa Airport;409
JER;EGJJ;Europe/Jersey;0;0;1;Jersey Airport;410
RTM;EHRD;Europe/Amsterdam;1;1;2;Rotterdam The Hague Airport;411
ORK;EICK;Europe/Dublin;0;0;1;Cork Airport;412
BHD;EGAC;Europe/London;0;0;1;George Best Belfast City Airport;413
DJE;DTTJ;Africa/Tunis;1;1;1;Djerba-Zarzis International Airport;414
ACK;KACK;America/New_York;-5;-5;-4;Nantucket Memorial Airport;415
TIV;LYTV;Europe/Podgorica;1;1;2;Tivat Airport;416
UFA;UWUU;Asia/Yekaterinburg;5;5;5;Ufa International Airport;417
MJI;HLLM;Africa/Tripoli;2;2;2;Mitiga International Airport;418
SDU;SBRJ;America/Sao_Paulo;-3;-3;-3;Santos Dumont Airport;419
ROC;KROC;America/New_York;-5;-5;-4;Greater Rochester International Airport;420
EOH;SKMD;America/Bogota;-5;-5;-5;Olaya Herrera Airport;421
GRO;LEGE;Europe/Madrid;1;1;2;Aeroport de Girona - Costa Brava;422
MCM;LNMC;Europe/Monaco;1;1;2;Monaco Fontvieille Heliport;423
SUF;LICA;Europe/Rome;1;1;2;Lamezia Terme International Airport;424
FMM;EDJA;Europe/Berlin;1;1;2;Allgäu Airport, Memmingen;425
PNQ;VAPO;Asia/Kolkata;5,5;5,5;5,5;Pune Airport;426
CGQ;ZYCC;Asia/Shanghai;8;8;8;Changchun Longjia International Airport;427
TEB;KTEB;America/New_York;-5;-5;-4;Teterboro Airport;428
SKP;LWSK;Europe/Skopje;1;1;2;Skopje International Airport;429
VVI;SLVR;America/La_Paz;-4;-4;-4;Viru Viru International Airport;430
HRB;ZYHB;Asia/Shanghai;8;8;8;Harbin Taiping International Airport;431
BHM;KBHM;America/Chicago;-6;-6;-5;Birmingham–Shuttlesworth International Airport;432
PVR;MMPR;America/Mexico_City;-6;-6;-6;Licenciado Gustavo Díaz Ordaz International Airport;433
SBH;TFFJ;America/St_Barthelemy;-4;-4;-4;Gustaf III Airport;434
DTM;EDLW;Europe/Berlin;1;1;2;Dortmund Airport;435
SJJ;LQSA;Europe/Sarajevo;1;1;2;Sarajevo Airport;436
EHU;ZHEC;Asia/Shanghai;8;8;8;Ezhou Huahu Airport;437
PTP;TFFR;America/Guadeloupe;-4;-4;-4;Pointe-à-Pitre Le Raizet Airport;438
WUX;ZSWX;Asia/Shanghai;8;8;8;Wuxi Airport;439
BRE;EDDW;Europe/Berlin;1;1;2;Bremen Airport;440
TNG;GMTT;Africa/Casablanca;1;0;1;Tangier Ibn Battouta Airport;441
DSS;GOBD;Africa/Dakar;0;0;0;Blaise Diagne International Airport;442
TUL;KTUL;America/Chicago;-6;-6;-5;Tulsa International Airport;443
BZN;KBZN;America/Denver;-7;-7;-6;Gallatin Field Airport;444
NNG;ZGNN;Asia/Shanghai;8;8;8;Nanning Airport;445
RGN;VYYY;Asia/Yangon;6,5;6,5;6,5;Yangon International Airport;446
ILM;KILM;America/New_York;-5;-5;-4;Wilmington International Airport;447
TNA;ZSJN;Asia/Shanghai;8;8;8;Jinan Yaoqiang International Airport;448
NGB;ZSNB;Asia/Shanghai;8;8;8;Ningbo Lishe International Airport;449
POS;TTPP;America/Port_of_Spain;-4;-4;-4;Piarco International Airport;450
SCQ;LEST;Europe/Madrid;1;1;2;Santiago de Compostela Airport;451
MYR;KMYR;America/New_York;-5;-5;-4;Myrtle Beach International Airport;452
DSM;KDSM;America/Chicago;-6;-6;-5;Des Moines International Airport;453
SZG;LOWS;Europe/Vienna;1;1;2;Salzburg Airport;454
WIL;HKNW;Africa/Nairobi;3;3;3;Nairobi Wilson Airport;455
PVD;KPVD;America/New_York;-5;-5;-4;Theodore Francis Green State Airport;456
ITM;RJOO;Asia/Tokyo;9;9;9;Osaka International Airport;457
LJU;LJLJ;Europe/Ljubljana;1;1;2;Ljubljana Jože Pu?nik Airport;458
AJA;LFKJ;Europe/Paris;1;1;2;Ajaccio Napoleon Bonaparte Airport;459
FKB;EDSB;Europe/Berlin;1;1;2;Karlsruhe/Baden-Baden Airport;460
VAR;LBWN;Europe/Sofia;2;2;3;Varna Airport;461
YQB;CYQB;America/Toronto;-5;-5;-4;Jean Lesage International Airport;462
FSC;LFKF;Europe/Paris;1;1;2;Figari - Sud-Corse;463
DAM;OSDI;Asia/Damascus;3;3;3;Damascus International Airport;464
GCI;EGJB;Europe/Guernsey;0;0;1;Guernsey Airport;465
EBL;ORER;Asia/Baghdad;3;3;3;Erbil International Airport;466
KHH;RCKH;Asia/Taipei;8;8;8;Kaohsiung International Airport;467
SNN;EINN;Europe/Dublin;0;0;1;Shannon Airport;468
YNT;ZSYT;Asia/Shanghai;8;8;8;Yantai Penglai International Airport;469
SRQ;KSRQ;America/New_York;-5;-5;-4;Sarasota / Bradenton International Airport;470
MIR;DTMB;Africa/Tunis;1;1;1;Monastir Habib Bourguiba International Airport;471
MSQ;UMMS;Europe/Minsk;3;3;3;Minsk National Airport;472
TSF;LIPH;Europe/Rome;1;1;2;Treviso Airport;473
KWE;ZUGY;Asia/Shanghai;8;8;8;Guiyang Longdongbao International Airport;474
YYJ;CYYJ;America/Vancouver;-8;-8;-7;Victoria International Airport;475
LIH;PHLI;Pacific/Honolulu;-10;-10;-10;Lihue Airport;476
ORN;DAOO;Africa/Algiers;1;1;1;Oran / Es Senia;477
MPL;LFMT;Europe/Paris;1;1;2;Montpellier–Méditerranée Airport;478
NAN;NFFN;Pacific/Fiji;12;12;12;Nadi International Airport;479
BJX;MMLO;America/Mexico_City;-6;-6;-6;Del Bajío International Airport;480
LEX;KLEX;America/New_York;-5;-5;-4;Blue Grass Airport;481
FAB;EGLF;Europe/London;0;0;1;Farnborough Airport;482
LIR;MRLB;America/Costa_Rica;-6;-6;-6;Daniel Oduber Quirós International Airport;483
LUN;FLKK;Africa/Lusaka;2;2;2;Kenneth Kaunda International Airport;484
TGD;LYPG;Europe/Podgorica;1;1;2;Podgorica Airport;485
MRU;FIMP;Indian/Mauritius;4;4;4;Sir Seewoosagur Ramgoolam International Airport;486
LGB;KLGB;America/Los_Angeles;-8;-8;-7;Long Beach Airport;487
THR;OIII;Asia/Tehran;3,5;3,5;3,5;Mehrabad International Airport;488
KOA;PHKO;Pacific/Honolulu;-10;-10;-10;Kona International Airport;489
MID;MMMD;America/Merida;-6;-6;-6;Manuel Crescencio Rejón International Airport;490
DVO;RPMD;Asia/Manila;8;8;8;Francisco Bangoy International Airport;491
PLS;MBPV;America/Grand_Turk;-5;-5;-4;Providenciales International Airport;492
BPN;WALL;Asia/Makassar;8;8;8;Sultan Aji Muhammad Sulaiman Airport;493
MSN;KMSN;America/Chicago;-6;-6;-5;Dane County Regional Airport;494
AGA;GMAD;Africa/Casablanca;1;0;1;Agadir–Al Massira Airport;495
BQH;EGKB;Europe/London;0;0;1;London Biggin Hill Airport;496
BIA;LFKB;Europe/Paris;1;1;2;Bastia-Poretta;497
GSO;KGSO;America/New_York;-5;-5;-4;Piedmont Triad International Airport;498
PPT;NTAA;Pacific/Tahiti;-10;-10;-10;Fa'a'? International Airport;499
MPH;RPVE;Asia/Manila;8;8;8;Godofredo P. Ramos Airport;500
HRE;FVRG;Africa/Harare;2;2;2;Robert Gabriel Mugabe International Airport;501
TRV;VOTV;Asia/Kolkata;5,5;5,5;5,5;Trivandrum International Airport;502
CCJ;VOCL;Asia/Kolkata;5,5;5,5;5,5;Calicut International Airport;503
HHN;EDFH;Europe/Berlin;1;1;2;Frankfurt-Hahn Airport;504
FLN;SBFL;America/Sao_Paulo;-3;-3;-3;Florianópolis-Hercílio Luz International Airport;505
ASR;LTAU;Europe/Istanbul;3;3;3;Kayseri Erkilet Airport;506
KGL;HRYR;Africa/Kigali;2;2;2;Kigali International Airport;507
TVC;KTVC;America/Detroit;-5;-5;-4;Cherry Capital Airport;508
BGI;TBPB;America/Barbados;-4;-4;-4;Grantley Adams International Airport;509
AHB;OEAB;Asia/Riyadh;3;3;3;Abha Regional Airport;510
ALB;KALB;America/New_York;-5;-5;-4;Albany County Airport;511
ECP;KECP;America/Chicago;-6;-6;-5;Northwest Florida Beaches International Airport;512
SMR;SKSM;America/Bogota;-5;-5;-5;Simón Bolívar International Airport;513
CEQ;LFMD;Europe/Paris;1;1;2;Cannes-Mandelieu;514
TUS;KTUS;America/Phoenix;-7;-7;-7;Tucson International Airport;515
KJA;UNKL;Asia/Krasnoyarsk;7;7;7;Krasnoyarsk Yemelyanovo Airport;516
YYT;CYYT;America/St_Johns;-3,5;-3,5;-2,5;St. John's International Airport;517
LHW;ZLLL;Asia/Shanghai;8;8;8;Lanzhou Zhongchuan Airport;518
COR;SACO;America/Argentina/Cordoba;-3;-3;-3;Pajas Blancas Airport;519
FMO;EDDG;Europe/Berlin;1;1;2;Münster Osnabrück International Airport;520
STI;MDST;America/Santo_Domingo;-4;-4;-4;Cibao International Airport;521
GZT;LTAJ;Europe/Istanbul;3;3;3;Gaziantep O?uzeli International Airport;522
BTV;KBTV;America/New_York;-5;-5;-4;Burlington International Airport;523
SEZ;FSIA;Indian/Mahe;4;4;4;Seychelles International Airport;524
SOU;EGHI;Europe/London;0;0;1;Southampton / Weather Centre;525
FAT;KFAT;America/Los_Angeles;-8;-8;-7;Fresno Yosemite International Airport;526
CRK;RPLC;Asia/Manila;8;8;8;Clark International Airport;527
BAQ;SKBQ;America/Bogota;-5;-5;-5;Ernesto Cortissoz International Airport;528
BOH;EGHH;Europe/London;0;0;1;Bournemouth Airport;529
LIT;KLIT;America/Chicago;-6;-6;-5;Adams Field;530
HBA;YMHB;Australia/Hobart;11;10;10;Hobart Airport;531
COS;KCOS;America/Denver;-7;-7;-6;Colorado Springs Airport;532
RMF;HEMA;Africa/Cairo;2;2;3;Marsa Alam International Airport;533
YLW;CYLW;America/Vancouver;-8;-8;-7;Kelowna International Airport;534
QRO;MMQT;America/Mexico_City;-6;-6;-6;Querétaro Intercontinental Airport;535
LGK;WMKL;Asia/Kuala_Lumpur;8;8;8;Langkawi International Airport;536
EFL;LGKF;Europe/Athens;2;2;3;Cephalonia International Airport;537
AHO;LIEA;Europe/Rome;1;1;2;Alghero-Fertilia Airport;538
KUF;UWWW;Europe/Samara;4;4;4;Kurumoch International Airport;539
PIE;KPIE;America/New_York;-5;-5;-4;St. Petersburg–Clearwater International Airport;540
BRC;SAZS;America/Argentina/Salta;-3;-3;-3;Bariloche Aerodrome;541
ASE;KASE;America/Denver;-7;-7;-6;Aspen–Pitkin County Airport;542
LPB;SLLP;America/La_Paz;-4;-4;-4;El Alto International Airport;543
XNA;KXNA;America/Chicago;-6;-6;-5;Northwest Arkansas Regional Airport;544
NRN;EDLV;Europe/Berlin;1;1;2;Niederrhein Weeze Airport;545
DLA;FKKD;Africa/Douala;1;1;1;Douala International Airport;546
SAP;MHLM;America/Tegucigalpa;-6;-6;-6;Ramón Villeda Morales International Airport;547
BZE;MZBZ;America/Belize;-6;-6;-6;Belize International Airport;548
WNZ;ZSWZ;Asia/Shanghai;8;8;8;Wenzhou Yongqiang International Airport;549
GOA;LIMJ;Europe/Rome;1;1;2;Genoa Cristoforo Colombo Airport;550
MVY;KMVY;America/New_York;-5;-5;-4;Martha's Vineyard Airport;551
HFE;ZSOF;Asia/Shanghai;8;8;8;Hefei Xinqiao International Airport;552
LBV;FOOL;Africa/Libreville;1;1;1;Libreville Airport;553
NJF;ORNI;Asia/Baghdad;3;3;3;Al Najaf International Airport;554
EUG;KEUG;America/Los_Angeles;-8;-8;-7;Mahlon Sweet Field Airport;555
JHB;WMKJ;Asia/Kuala_Lumpur;8;8;8;Senai International Airport;556
KBV;VTSG;Asia/Bangkok;7;7;7;Krabi Airport;557
TYN;ZBYN;Asia/Shanghai;8;8;8;Taiyuan Wusu International Airport;558
FAR;KFAR;America/Chicago;-6;-6;-5;Hector International Airport;559
ZQN;NZQN;Pacific/Auckland;13;12;12;Queenstown Airport;560
IAS;LRIA;Europe/Bucharest;2;2;3;Ia?i International Airport;561
PVK;LGPZ;Europe/Athens;2;2;3;Aktion Airport;562
CIT;UAII;Asia/Almaty;5;5;5;Shymkent International Airport;563
AVL;KAVL;America/New_York;-5;-5;-4;Asheville Regional Airport;564
BGA;SKBG;America/Bogota;-5;-5;-5;Palonegro International Airport;565
BON;TNCB;America/Kralendijk;-4;-4;-4;Flamingo International Airport;566
PEI;SKPE;America/Bogota;-5;-5;-5;Pereira / Matecana;567
MCY;YBSU;Australia/Brisbane;10;10;10;Sunshine Coast Airport;568
GRZ;LOWG;Europe/Vienna;1;1;2;Graz Airport;569
HSV;KHSV;America/Chicago;-6;-6;-5;Huntsville International Airport-Carl T Jones Field;570
VTE;VLVT;Asia/Vientiane;7;7;7;Wattay International Airport;571
SEU;HTSN;Africa/Dar_es_Salaam;3;3;3;Seronera Airport;572
ICT;KICT;America/Chicago;-6;-6;-5;Wichita Mid-Continent Airport;573
ELP;KELP;America/Denver;-7;-7;-6;El Paso International Airport;574
REU;LERS;Europe/Madrid;1;1;2;Reus Airport;575
OVD;LEAS;Europe/Madrid;1;1;2;Asturias Airport;576
ILO;RPVI;Asia/Manila;8;8;8;Iloilo International Airport;577
MVD;SUMU;America/Montevideo;-3;-3;-3;Carrasco International Airport;578
TRF;ENTO;Europe/Oslo;1;1;2;Sandefjord Airport, Torp;579
SWA;ZGOW;Asia/Shanghai;8;8;8;Jieyang Chaoshan Airport;580
AQP;SPQU;America/Lima;-5;-5;-5;Rodríguez Ballón International Airport;581
BIQ;LFBZ;Europe/Paris;1;1;2;Biarritz Pays Basque Airport;582
ASB;UTAA;Asia/Ashgabat;5;5;5;Ashgabat International Airport;583
TER;LPLA;Atlantic/Azores;-1;-1;0;Lajes Field;584
CHA;KCHA;America/New_York;-5;-5;-4;Chattanooga Metropolitan Airport;585
CBB;SLCB;America/La_Paz;-4;-4;-4;Jorge Wilstermann;586
RBA;GMME;Africa/Casablanca;1;0;1;Rabat-Salé Airport;587
MAF;KMAF;America/Chicago;-6;-6;-5;Midland International Airport;588
KOJ;RJFK;Asia/Tokyo;9;9;9;Kagoshima Airport;589
KIN;MKJP;America/Jamaica;-5;-5;-5;Norman Manley International Airport;590
LJG;ZPLJ;Asia/Shanghai;8;8;8;Lijiang Sanyi Airport;591
PUY;LDPL;Europe/Zagreb;1;1;2;Pula Airport;592
HDY;VTSS;Asia/Bangkok;7;7;7;Tha Akatsayan Hat Yai;593
LKY;HTLM;Africa/Dar_es_Salaam;3;3;3;Lake Manyara Airport;594
FDF;TFFF;America/Martinique;-4;-4;-4;Martinique Aimé Césaire International Airport;595
MDZ;SAME;America/Argentina/Mendoza;-3;-3;-3;Mendoza Aerodrome;596
RUN;FMEE;Indian/Reunion;4;4;4;Roland Garros Airport;597
MGQ;HCMM;Africa/Mogadishu;3;3;3;Aden Adde International Airport;598
ATW;KATW;America/Chicago;-6;-6;-5;Appleton International Airport;599
CID;KCID;America/Chicago;-6;-6;-5;The Eastern Iowa Airport;600
TUU;OETB;Asia/Riyadh;3;3;3;Tabuk Regional Airport;601
LOP;WADL;Asia/Makassar;8;8;8;Lombok International Airport;602
LIL;LFQQ;Europe/Paris;1;1;2;Lille Airport;603
NTL;YWLM;Australia/Sydney;11;10;10;Newcastle Airport;604
DYU;UTDD;Asia/Dushanbe;5;5;5;Dushanbe International Airport;605
MAO;SBEG;America/Manaus;-4;-4;-4;Eduardo Gomes International Airport;606
AAL;EKYT;Europe/Copenhagen;1;1;2;Aalborg Airport;607
DRS;EDDC;Europe/Berlin;1;1;2;Dresden Airport;608
INC;ZLIC;Asia/Shanghai;8;8;8;Yinchuan Hedong Airport;609
TRS;LIPQ;Europe/Rome;1;1;2;Trieste – Friuli Venezia Giulia Airport;610
JAC;KJAC;America/Denver;-7;-7;-6;Jackson Hole Airport;611
MGA;MNMG;America/Managua;-6;-6;-6;Augusto César Sandino International Airport;612
GOI;VOGO;Asia/Kolkata;5,5;5,5;5,5;Goa International Airport;613
CGP;VGEG;Asia/Dhaka;6;6;6;Shah Amanat International Airport;614
KUN;EYKA;Europe/Vilnius;2;2;3;Kaunas Airport;615
GYN;SBGO;America/Sao_Paulo;-3;-3;-3;Santa Genoveva / Goiânia Airport;616
CGY;RPMY;Asia/Manila;8;8;8;Laguindingan International Airport;617
LST;YMLT;Australia/Hobart;11;10;10;Launceston Airport;618
JSI;LGSK;Europe/Athens;2;2;3;Skiathos Airport 'Alexandros Papadiamantis';619
LFW;DXXX;Africa/Lome;0;0;0;Lomé–Tokoin Airport;620
SLL;OOSA;Asia/Muscat;4;4;4;Salalah Airport;621
VIX;SBVT;America/Sao_Paulo;-3;-3;-3;Eurico de Aguiar Salles Airport;622
SBA;KSBA;America/Los_Angeles;-8;-8;-7;Santa Barbara Municipal Airport;623
KMJ;RJFT;Asia/Tokyo;9;9;9;Kumamoto Airport;624
XNN;ZLXN;Asia/Shanghai;8;8;8;Xining Caojiabao Airport;625
BGR;KBGR;America/New_York;-5;-5;-4;Bangor International Airport;626
HBE;HEBA;Africa/Cairo;2;2;3;Alexandria Borg El Arab Airport;627
SID;GVAC;Atlantic/Cape_Verde;-1;-1;-1;Amílcar Cabral International Airport;628
TRZ;VOTR;Asia/Kolkata;5,5;5,5;5,5;Tiruchirappalli International Airport;629
FAI;PAFA;America/Anchorage;-9;-9;-8;Fairbanks International Airport;630
TSR;LRTR;Europe/Bucharest;2;2;3;Timi?oara Traian Vuia International Airport;631
SGF;KSGF;America/Chicago;-6;-6;-5;Springfield-Branson National Airport;632
FSD;KFSD;America/Chicago;-6;-6;-5;Joe Foss Field;633
ISP;KISP;America/New_York;-5;-5;-4;Long Island Mac Arthur Airport;634
OSS;UCFO;Asia/Bishkek;6;6;6;Osh International Airport;635
MYY;WBGR;Asia/Kuching;8;8;8;Miri Airport;636
JJN;ZSQZ;Asia/Shanghai;8;8;8;Quanzhou Jinjiang Airport;637
PDK;KPDK;America/New_York;-5;-5;-4;Dekalb-Peachtree Airport;638
DIY;LTCC;Europe/Istanbul;3;3;3;Diyarbak?r Airport;639
IKT;UIII;Asia/Irkutsk;8;8;8;Irkutsk Airport;640
RZE;EPRZ;Europe/Warsaw;1;1;2;Rzeszów–Jasionka Airport;641
ADZ;SKSP;America/Bogota;-5;-5;-5;Gustavo Rojas Pinilla International Airport;642
KUT;UGKO;Asia/Tbilisi;4;4;4;Kutaisi International Airport;643
VPS;KVPS;America/Chicago;-6;-6;-5;Destin–Fort Walton Beach Airport;644
RAP;KRAP;America/Denver;-7;-7;-6;Rapid City Regional Airport;645
PRI;FSPP;Indian/Mahe;4;4;4;Praslin Island Airport;646
MCX;URML;Europe/Moscow;3;3;3;Uytash Airport;647
BES;LFRB;Europe/Paris;1;1;2;Brest-Bretagne;648
OPF;KOPF;America/New_York;-5;-5;-4;Miami-Opa Locka Executive Airport;649
FEZ;GMFF;Africa/Casablanca;1;0;1;Fes-Saïss Airport;650
CAE;KCAE;America/New_York;-5;-5;-4;Columbia Metropolitan Airport;651
UKB;RJBE;Asia/Tokyo;9;9;9;Kobe Airport;652
MRY;KMRY;America/Los_Angeles;-8;-8;-7;Monterey Regional Airport;653
NBE;DTNH;Africa/Tunis;1;1;1;Enfidha – Hammamet International Airport;654
POM;AYPY;Pacific/Port_Moresby;10;10;10;Jacksons International Airport;655
TNR;FMMI;Indian/Antananarivo;3;3;3;Ivato International Airport;656
NDR;GMMW;Africa/Casablanca;1;0;1;Nador International Airport;657
CJC;SCCF;America/Santiago;-3;-4;-4;El Loa Airport;658
EYW;KEYW;America/New_York;-5;-5;-4;Key West International Airport;659
NSN;NZNS;Pacific/Auckland;13;12;12;Nelson Airport;660
ANF;SCFA;America/Santiago;-3;-4;-4;Aeropuerto Cerro Moreno;661
WMI;EPMO;Europe/Warsaw;1;1;2;Warsaw–Modlin Mazovia Airport;662
PKU;WIBB;Asia/Jakarta;7;7;7;Sultan Syarif Kasim II International Airport;663
BUS;UGSB;Asia/Tbilisi;4;4;4;Batumi International Airport;664
MDT;KMDT;America/New_York;-5;-5;-4;Harrisburg International Airport;665
ANU;TAPA;America/Antigua;-4;-4;-4;V. C. Bird International Airport;666
PAS;LGPA;Europe/Athens;2;2;3;Paros National Airport;667
DAY;KDAY;America/New_York;-5;-5;-4;James M Cox Dayton International Airport;668
XRY;LEJR;Europe/Madrid;1;1;2;Jerez Airport;669
FWA;KFWA;America/Indiana/Indianapolis;-5;-5;-4;Fort Wayne International Airport;670
TJM;USTR;Asia/Yekaterinburg;5;5;5;Roshchino International Airport;671
ATQ;VIAR;Asia/Kolkata;5,5;5,5;5,5;Sri Guru Ram Dass Jee International Airport;672
BTH;WIDD;Asia/Jakarta;7;7;7;Hang Nadim Airport;673
SZB;WMSA;Asia/Kuala_Lumpur;8;8;8;Sultan Abdul Aziz Shah Airport;674
UBN;ZMCK;Asia/Ulaanbaatar;8;8;8;New Ulaanbaatar International Airport;675
ASU;SGAS;America/Asuncion;-3;-3;-3;Silvio Pettirossi International Airport;676
PKR;VNPK;Asia/Kathmandu;5,75;5,75;5,75;Pokhara Airport;677
CLD;KCRQ;America/Los_Angeles;-8;-8;-7;McClellan–Palomar Airport;678
YXE;CYXE;America/Regina;-6;-6;-6;Saskatoon John G. Diefenbaker International Airport;679
TAG;RPSP;Asia/Manila;8;8;8;Bohol–Panglao International Airport;680
TLN;LFTH;Europe/Paris;1;1;2;Toulon-Hyères Airport;681
ZUH;ZGSD;Asia/Shanghai;8;8;8;Zhuhai Jinwan Airport;682
KWL;ZGKL;Asia/Shanghai;8;8;8;Guilin Liangjiang International Airport;683
CWL;EGFF;Europe/London;0;0;1;Cardiff Airport;684
LKO;VILK;Asia/Kolkata;5,5;5,5;5,5;Chaudhary Charan Singh Airport;685
LNZ;LOWL;Europe/Vienna;1;1;2;Linz Airport;686
BCD;RPVB;Asia/Manila;8;8;8;Bacolod Silay International Airport;687
EVE;ENEV;Europe/Oslo;1;1;2;Harstad/Narvik Airport, Evenes;688
